Section-07,Y orig,Xorig,Y,X,,Yplot,Xplot,,Dp-05,HHp-05,MSp-05,Up-05,Di-05,HHi-05,MSi-05,Ui-05,Krum-05,Rock-05,,Dp-07,HHp-07,MSp-07,Up-07,Di-07,HHi-07,MSi-07,Ui-07,Krum-07,Rock-07,Tp-07,,,Dp-14,HHp-14,MSp-14,Up-14,Di-14,HHi-14,MSi-14,Ui-14,Krum-14,Tp-14,,Section-15,local x-15,local y-15,yplot-15,xplot-15,,Krum-15,Dp-15,HHp-15,MSp-15,Up-15,Di-15,HHi-15,MSi-15,Ui-15,Rock-15,,,,Section-18,X,Y,Dp-18,HHp-18,MSp-18,Up-18,Di-18,HHi-18,MSi-18,Ui-18,,Tp-18
LLL,8,8,8,8,,8,8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LLL,2,7,8,8,,100,0,0,0,0,0,0,0,0,0,,,,LLL,7,7,0,0,0,0,0,0,0,0,,0
LLL,8,9,8,9,,9,8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,62.5,0,0,,,0,0,0,0,0,0,0,0,80,0,,LLL,1,7,9,8,,76.25,3,0,0,0,5,0,0,0,0,,,,LLL,7,8,0,0,0,0,0,0,0,0,,0
LLL,8,10,8,10,,10,8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,8,1,0,0,16,2,22.5,6,8,,,0,0,0,0,0,0,0,0,40,0,,LLL,0,7,10,8,,56.25,0,0,0,0,0,0,0,0,0,,,,LLL,7,9,0,0,0,0,0,0,0,0,,0
LLL,9,1,9,1,,1,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,95,0,0,,,0,0,0,0,0,0,0,0,100,0,,LLL,9,8,1,9,,100,0,0,0,0,0,0,0,0,0,,,,LLL,8,0,0,0,0,0,0,0,0,0,,0
LLL,9,2,9,2,,2,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,91.25,0,0,,,0,0,0,0,0,0,0,0,100,0,,LLL,8,8,2,9,,100,0,0,0,0,0,0,0,0,0,,,,LLL,8,1,0,0,0,0,0,0,0,0,,0
LLL,9,3,9,3,,3,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0,0,5,0,25,0,1,,,0,0,0,0,0,0,0,0,25,0,,LLL,7,8,3,9,,31.25,0,0,0,0,0,0,0,0,0,,,,LLL,8,2,0,0,0,0,0,0,0,0,,0
LLL,9,4,9,4,,4,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,23.75,0,0,,,0,0,0,0,0,0,0,0,40,0,,LLL,6,8,4,9,,27.5,1,0,4,0,2,0,7,0,0,,,,LLL,8,3,0,0,0,0,0,0,0,0,,0
LLL,9,5,9,5,,5,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,0,0,0,1,0,0,0,75,0,1,,,0,0,0,0,0,0,0,0,80,0,,LLL,5,8,5,9,,81.25,0,0,0,0,0,0,0,0,0,,,,LLL,8,4,0,0,0,0,0,0,0,0,,0
LLL,9,6,9,6,,6,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,0,0,21,10,0,0,6.25,0,5,,,0,0,0,0,0,0,0,0,10,0,,LLL,4,8,6,9,,18.75,0,0,0,0,0,0,0,0,0,,,,LLL,8,5,0,0,0,0,0,0,0,0,,0
LLL,9,7,9,7,,7,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0,0,2,0,28.75,2,1,,,1,0,0,0,2,0,0,0,85,1,,LLL,3,8,7,9,,70,1,1,0,0,2,3,0,0,0,,,,LLL,8,6,0,0,0,0,0,0,0,0,,0
LLL,9,8,9,8,,8,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,55,5,0,,,0,0,0,0,0,0,0,0,60,0,,LLL,2,8,8,9,,28.75,0,1,0,0,0,1,0,0,0,,,,LLL,8,7,0,0,0,0,0,0,0,0,,0
LLL,9,9,9,9,,9,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,2,1,0,0,3,4,26.25,15,2,,,0,0,0,0,0,0,0,0,60,0,,LLL,1,8,9,9,,50,1,2,1,0,3,2,1,0,0,,,,LLL,8,8,0,0,0,0,0,0,0,0,,0
LLL,9,10,9,10,,10,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0,0,4,0,87.5,3,1,,,0,0,0,0,0,0,0,0,100,0,,LLL,0,8,10,9,,100,0,0,0,0,0,0,0,0,0,,,,LLL,8,9,0,0,0,0,0,0,0,0,,0
LLL,10,1,10,1,,1,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,87.75,0,0,,,0,0,0,0,0,0,0,0,100,0,,LLL,9,9,1,10,,93.75,0,0,0,0,0,0,0,0,0,,,,LLL,9,0,0,0,0,0,0,0,0,0,,0
LLL,10,2,10,2,,2,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,43.75,3,0,,,0,0,0,0,0,0,0,0,100,0,,LLL,8,9,2,10,,72.5,0,0,0,0,0,0,0,0,0,,,,LLL,9,1,0,0,0,0,0,0,0,0,,0
LLL,10,3,10,3,,3,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,16.25,3,0,,,0,0,0,0,0,0,0,0,50,0,,LLL,7,9,3,10,,36.25,0,0,0,0,0,0,0,0,0,,,,LLL,9,2,0,0,0,0,0,0,0,0,,0
LLL,10,4,10,4,,4,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,0,0,0,1,0,0,82.5,0,1,,,0,0,0,0,0,0,0,0,90,0,,LLL,6,9,4,10,,87.5,0,0,0,0,0,0,0,0,0,,,,LLL,9,3,0,0,0,0,0,0,0,0,,0
LLL,10,5,10,5,,5,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,98.75,0,0,,,0,0,0,0,0,0,0,0,80,0,,LLL,5,9,5,10,,88.75,0,0,0,0,0,0,0,0,0,,,,LLL,9,4,0,0,0,0,0,0,0,0,,0
LLL,10,6,10,6,,6,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,2,0,0,0,4,0,0,13.75,0,2,,,0,0,0,0,0,0,0,0,5,0,,LLL,4,9,6,10,,10,2,0,1,0,2,0,1,0,0,,,,LLL,9,5,0,0,0,0,0,0,0,0,,0
LLL,10,7,10,7,,7,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,1.75,6,0,,,0,0,0,0,0,0,0,0,0,0,,LLL,3,9,7,10,,0,0,2,0,0,0,3,0,0,0,,,,LLL,9,6,0,0,0,0,0,0,0,0,,0
LLL,10,8,10,8,,8,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,2,0,0,0,3,0,0,1.25,3,2,,,1,0,0,0,1,0,0,0,5,1,,LLL,2,9,8,10,,13.75,1,1,3,0,1,1,5,0,0,,,,LLL,9,7,0,0,0,0,0,0,0,0,,0
LLL,10,9,10,9,,9,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,1,0,0,2,3,0,85,0,2,,,0,0,1,0,0,0,1,0,90,1,,LLL,1,9,9,10,,100,0,0,0,0,0,0,0,0,0,,,,LLL,9,8,0,0,0,0,0,0,0,0,,0
LLL,10,10,10,10,,10,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LLL,0,9,10,10,,100,0,0,0,0,0,0,0,0,0,,,,LLL,9,9,0,0,0,0,0,0,0,0,,0
LL,1,1,11,1,,1,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,0,0,1,13,0,0,5,28.75,5,2,,,0,0,0,0,0,0,0,0,50,0,,LL,9,0,1,11,,21.25,2,1,0,0,9,2,0,0,0,,,,LL,0,0,0,0,0,0,0,0,0,0,,0
LL,1,2,11,2,,2,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,40,42,0,,,0,0,0,0,0,0,0,0,55,0,,LL,8,0,2,11,,7.5,0,0,0,0,0,0,0,0,0,,,,LL,0,1,0,0,0,0,0,0,0,0,,0
LL,1,3,11,3,,3,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,92,0,,,0,0,0,0,0,0,0,0,95,0,,LL,7,0,3,11,,0,0,0,0,0,0,0,0,0,0,,,,LL,0,2,0,0,0,0,0,0,0,0,,0
LL,1,4,11,4,,4,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,82.5,13,0,,,0,0,0,0,0,0,0,0,100,0,,LL,6,0,4,11,,100,0,0,0,0,0,0,0,0,0,,,,LL,0,3,1,0,1,0,3,0,1,0,,2
LL,1,5,11,5,,5,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,92.5,0,0,,,0,0,0,0,0,0,0,0,95,0,,LL,5,0,5,11,,80,0,0,0,0,0,0,0,0,0,,,,LL,0,4,0,0,0,0,0,0,0,0,,0
LL,1,6,11,6,,6,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,6,6,1,0,13,17,6,3.75,0,12,,,0,0,0,0,0,0,0,0,35,0,,LL,4,0,6,11,,21.5,0,0,1,0,0,0,5,0,0,,,,LL,0,5,1,0,2,0,1,0,5,0,,3
LL,1,7,11,7,,7,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,2,3,0,0,3,17,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,,LL,3,0,7,11,,0,0,1,0,0,0,1,0,0,0,,,,LL,0,6,0,0,1,0,0,0,2,0,,1
LL,1,8,11,8,,8,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,0,2,11,1,0,2,3.75,0,6,,,0,0,0,7,0,0,0,18,20,0,,LL,2,0,8,11,,38.75,1,1,0,0,2,1,0,0,0,,,,LL,0,7,0,0,0,0,0,0,0,0,,0
LL,1,9,11,9,,9,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,0,0,0,3,0,0,0,77.5,0,1,,,0,0,0,0,0,0,0,0,98,0,,LL,1,0,9,11,,100,0,0,0,0,0,0,0,0,0,,,,LL,0,8,1,0,3,0,1,0,8,0,,4
LL,1,10,11,10,,10,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,98.75,0,0,,,0,0,0,1,0,0,0,0,100,0,,LL,0,0,10,11,,100,0,0,0,0,0,0,0,0,0,,,,LL,0,9,1,0,5,0,1,0,8,0,,6
LL,2,1,12,1,,1,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,6.25,7,0,,,0,0,0,0,0,0,0,0,25,0,,LL,9,1,1,12,,1.25,0,0,1,0,0,0,14,0,0,,,,LL,1,0,0,0,0,0,0,0,0,0,,0
LL,2,2,12,2,,2,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,25,98,0,,,0,0,0,0,0,0,0,0,100,0,,LL,8,1,2,12,,0,0,0,0,0,0,0,0,0,0,,,,LL,1,1,0,0,0,0,0,0,0,0,,0
LL,2,3,12,3,,3,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,66,0,,,0,0,0,0,0,0,0,0,100,0,,LL,7,1,3,12,,0,0,0,0,0,0,0,0,0,0,,,,LL,1,2,0,0,0,0,0,0,0,0,,0
LL,2,4,12,4,,4,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,6,1,4,12,,100,0,0,0,0,0,0,0,0,0,,,,LL,1,3,0,0,0,0,0,0,0,0,,0
LL,2,5,12,5,,5,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,5,1,5,12,,100,0,0,0,0,0,0,0,0,0,,,,LL,1,4,0,1,0,0,0,1,0,0,,1
LL,2,6,12,6,,6,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,0,0,0,3,0,0,51.25,0,1,,,0,0,0,0,0,0,0,0,95,0,,LL,4,1,6,12,,47.5,0,0,0,0,0,0,0,0,0,,,,LL,1,5,0,0,2,0,0,0,3,0,,2
LL,2,7,12,7,,7,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,0,0,4,4,0,0,5,0,4,,,0,0,0,0,0,0,0,0,15,0,,LL,3,1,7,12,,10.25,0,0,0,0,0,0,0,0,0,,,,LL,1,6,0,3,2,0,0,3,2,0,,5
LL,2,8,12,8,,8,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,4,3,3,2,12,5,10.5,0,9,,,0,0,0,0,0,0,0,0,50,0,,LL,2,1,8,12,,13.75,0,3,4,0,0,3,6,0,0,,,,LL,1,7,1,0,0,0,1,0,0,0,,1
LL,2,9,12,9,,9,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,0,0,0,6,0,0,0,53.75,0,4,,,0,0,0,0,0,0,0,0,95,0,,LL,1,1,9,12,,82.5,0,1,0,0,0,2,0,0,0,,,,LL,1,8,0,0,0,0,0,0,0,0,,0
LL,2,10,12,10,,10,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,97.5,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,0,1,10,12,,100,0,0,0,0,0,0,0,0,0,,,,LL,1,9,0,1,1,0,0,1,1,0,,2
LL,3,1,13,1,,1,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,38.75,28,0,,,0,0,0,0,0,0,0,0,75,0,,LL,9,2,1,13,,33.75,0,0,0,0,0,0,0,0,0,,,,LL,2,0,0,0,0,0,0,0,0,0,,0
LL,3,2,13,2,,2,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,71.25,56,0,,,0,0,0,0,0,0,0,0,95,0,,LL,8,2,2,13,,0,0,0,0,0,0,0,0,0,0,,,,LL,2,1,0,1,1,0,0,4,9,0,,2
LL,3,3,13,3,,3,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,31,0,,,0,0,0,0,0,0,0,0,100,0,,LL,7,2,3,13,,50,0,0,0,0,0,0,0,0,0,,,,LL,2,2,0,0,0,0,0,0,0,0,,0
LL,3,4,13,4,,4,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,6,2,4,13,,100,0,0,0,0,0,0,0,0,0,,,,LL,2,3,0,0,0,0,0,0,0,0,,0
LL,3,5,13,5,,5,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,67.5,0,0,,,0,0,0,0,0,0,0,0,95,0,,LL,5,2,5,13,,92.5,0,0,0,0,0,0,0,0,0,,,,LL,2,4,0,0,0,0,0,0,0,0,,0
LL,3,6,13,6,,6,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,6,3,2,0,17,5,2,31.25,0,9,,,0,0,0,0,0,0,0,0,60,0,,LL,4,2,6,13,,26.25,0,0,2,0,0,0,3,0,0,,,,LL,2,5,0,0,0,0,0,0,0,0,,0
LL,3,7,13,7,,7,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,0,0,17,23,0,0,5,0,5,,,0,0,0,0,0,0,0,0,70,0,,LL,3,2,7,13,,0,0,1,0,0,0,16,0,0,0,,,,LL,2,6,0,6,0,0,0,6,0,0,,6
LL,3,8,13,8,,8,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,0,0,0,1,0,0,3.75,0,1,,,0,0,0,0,0,0,0,0,85,0,,LL,2,2,8,13,,8.75,0,0,0,0,0,0,0,0,0,,,,LL,2,7,0,1,0,0,0,1,0,0,,1
LL,3,9,13,9,,9,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,0,0,3,2,0,0,57.5,0,4,,,0,0,0,0,0,0,0,0,80,0,,LL,1,2,9,13,,82.5,0,2,0,0,0,2,0,0,0,,,,LL,2,8,2,0,1,0,3,0,3,0,,3
LL,3,10,13,10,,10,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,98.75,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,0,2,10,13,,100,0,0,0,0,0,0,0,0,0,,,,LL,2,9,2,1,1,0,4,2,2,0,,4
LL,4,1,14,1,,1,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,9,3,1,14,,100,0,0,0,0,0,0,0,0,0,,,,LL,3,0,0,1,2,0,0,1,4,0,,3
LL,4,2,14,2,,2,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,86.25,2,0,,,0,0,0,0,0,0,0,0,95,0,,LL,8,3,2,14,,100,0,0,0,0,0,0,0,0,0,,,,LL,3,1,1,0,2,0,1,0,2,0,,3
LL,4,3,14,3,,3,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,0,0,8,4,0,0,72.5,16,4,,,0,0,0,0,0,0,0,0,95,0,,LL,7,3,3,14,,26.25,0,0,0,0,0,0,0,0,0,,,,LL,3,2,0,1,0,0,0,5,0,0,,1
LL,4,4,14,4,,4,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,0,0,0,1,0,0,0,26.25,4,1,,,0,0,0,0,0,0,0,0,90,0,,LL,6,3,4,14,,57.5,0,3,1,1,0,3,5,1,0,,,,LL,3,3,0,0,0,0,0,0,0,0,,0
LL,4,5,14,5,,5,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,6,0,0,1,8,0,0,7.5,22,7,,,0,0,0,0,0,0,0,0,30,0,,LL,5,3,5,14,,5,1,1,0,0,1,1,0,0,0,,,,LL,3,4,0,0,0,0,0,0,0,0,,0
LL,4,6,14,6,,6,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,7,0,0,0,18,0,0,15,0,7,,,0,0,0,0,0,0,0,0,35,0,,LL,4,3,6,14,,5,0,1,1,0,0,2,1,0,0,,,,LL,3,5,0,0,0,0,0,0,0,0,,0
LL,4,7,14,7,,7,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,3,3,7,14,,12.75,0,0,0,0,0,0,0,0,0,,,,LL,3,6,2,3,0,0,5,11,0,0,,5
LL,4,8,14,8,,8,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,2,3,8,14,,100,0,0,0,0,0,0,0,0,0,,,,LL,3,7,0,0,1,0,0,0,1,0,,1
LL,4,9,14,9,,9,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,0,0,5,1,0,0,73.75,2,5,,,0,0,0,0,0,0,0,0,100,0,,LL,1,3,9,14,,95,0,1,0,0,0,3,0,0,0,,,,LL,3,8,0,1,1,0,0,1,1,0,,2
LL,4,10,14,10,,10,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,8,0,0,1,13,0,0,51.25,4,9,,,0,3,3,0,0,9,3,0,80,6,,LL,0,3,10,14,,49.5,1,4,0,0,1,4,0,0,0,,,,LL,3,9,0,0,0,0,0,0,0,0,,0
LL,5,1,15,1,,1,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,9,4,1,15,,100,0,0,0,0,0,0,0,0,0,,,,LL,4,0,0,0,0,0,0,0,0,0,,0
LL,5,2,15,2,,2,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,97.5,0,0,,,0,0,0,0,0,0,0,0,98,0,,LL,8,4,2,15,,100,0,0,0,0,0,0,0,0,0,,,,LL,4,1,0,0,1,0,0,0,1,0,,1
LL,5,3,15,3,,3,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,0,2,0,4,0,7,10,7,1,,,0,0,0,0,0,0,0,0,50,0,,LL,7,4,3,15,,20,1,1,0,0,3,2,0,0,0,,,,LL,4,2,0,1,3,0,0,1,7,0,,4
LL,5,4,15,4,,4,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,5,2,0,9,7,3,0,20,2,12,,,0,0,0,8,0,0,0,21,20,0,,LL,6,4,4,15,,2.5,3,2,3,0,3,4,5,0,0,,,,LL,4,3,0,0,0,0,0,0,0,0,,0
LL,5,5,15,5,,5,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,12,4,0,2,28,4,0,43.75,0,18,,,2,0,0,5,3,0,0,12,40,2,,LL,5,4,5,15,,3.75,4,2,2,0,5,2,4,0,0,,,,LL,4,4,0,0,0,0,0,0,0,0,,0
LL,5,6,15,6,,6,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,8,0,0,7,8,0,0,13.75,0,13,,,0,0,0,0,0,0,0,0,80,0,,LL,4,4,6,15,,86.25,0,0,0,0,0,0,0,0,0,,,,LL,4,5,1,0,0,0,1,0,0,0,,1
LL,5,7,15,7,,7,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0,0,0,0,100,0,0,,,0,0,0,0,0,0,0,0,100,0,,LL,3,4,7,15,,90,0,0,0,0,0,0,0,0,0,,,,LL,4,6,6,0,0,0,19,0,0,0,,6
LL,5,8,15,8,,8,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,0,0,0,1,0,0,99.75,0,1,,,0,0,0,0,0,0,0,0,100,0,,LL,2,4,8,15,,97.5,0,0,0,0,0,0,0,0,0,,,,LL,4,7,2,4,0,0,8,7,0,0,,6
LL,5,9,15,9,,9,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,6,0,0,5,9,0,0,68.75,1,8,,,0,0,4,0,0,0,4,0,85,4,,LL,1,4,9,15,,90,0,0,0,0,0,0,0,0,0,,,,LL,4,8,0,0,1,0,0,0,1,0,,1
LL,5,10,15,10,,10,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,14,2,0,3,51,2,0,23.75,0,17,,,5,6,4,3,20,21,4,3,50,15,,LL,0,4,10,15,,48.75,5,8,5,0,9,12,6,0,0,,,,LL,4,9,0,0,0,0,0,0,0,0,,0
LL,6,1,16,1,,1,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,2,0,1,0,5,0,1,75,0,2,,,0,0,0,0,0,0,0,0,95,0,,LL,9,5,1,16,,95,0,0,0,0,0,0,0,0,0,,,,LL,5,0,0,0,0,0,0,0,0,0,,0
LL,6,2,16,2,,2,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,3,0,0,0,6,26.25,0,0,,,0,0,0,2,0,0,0,7,60,0,,LL,8,5,2,16,,53.75,1,1,2,0,1,4,6,0,0,,,,LL,5,1,0,0,0,0,0,0,0,0,,0
LL,6,3,16,3,,3,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,0,3,6,29,0,5,10,7.5,0,8,,,2,0,0,3,10,0,0,14,15,2,,LL,7,5,3,16,,2.5,6,1,0,0,20,3,0,0,0,,,,LL,5,2,0,0,0,0,0,0,0,0,,0
LL,6,4,16,4,,4,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,0,0,0,5,0,0,0,78.75,0,3,,,4,0,0,3,4,0,0,4,45,4,,LL,6,5,4,16,,26.5,9,8,1,0,50,27,2,0,0,,,,LL,5,3,0,1,0,0,0,1,0,0,,1
LL,6,5,16,5,,5,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0,0,1,0,80,0,1,,,0,0,0,4,0,0,0,11,90,0,,LL,5,5,5,16,,53.75,1,1,1,0,1,1,1,0,0,,,,LL,5,4,0,0,0,0,0,0,0,0,,0
LL,6,6,16,6,,6,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,1,0,0,28,1,0,0,17.5,42,8,,,0,0,0,0,0,0,0,0,85,0,,LL,4,5,6,16,,5.25,5,0,2,0,8,0,3,0,0,,,,LL,5,5,0,0,1,0,0,0,1,0,,1
LL,6,7,16,7,,7,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,5,1,0,0,6,1,0,68.75,2,6,,,0,0,0,0,0,0,0,0,100,0,,LL,3,5,7,16,,47.5,0,0,0,0,0,0,0,0,0,,,,LL,5,6,0,0,0,0,0,0,0,0,,0
LL,6,8,16,8,,8,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,3,2,2,1,5,81.25,0,4,,,0,0,0,0,0,0,0,0,98,0,,LL,2,5,8,16,,75,0,0,0,0,0,0,0,0,0,,,,LL,5,7,0,3,2,0,0,3,3,0,,5
LL,6,9,16,9,,9,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,5,0,1,23,9,0,4,32.5,1,11,,,1,1,2,2,2,1,8,3,90,4,,LL,1,5,9,16,,25,1,1,1,0,1,1,1,0,0,,,,LL,5,8,0,1,1,0,0,6,2,0,,2
LL,6,10,16,10,,10,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,18,0,0,4,82,0,0,7.5,4,21,,,12,2,12,4,29,7,30,8,45,26,,LL,0,5,10,16,,16.25,3,1,7,0,10,1,9,0,0,,,,LL,5,9,0,0,0,0,0,0,0,0,,0
LL,7,1,17,1,,1,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,0,0,10,10,0,0,47,6.25,3,2,,,0,0,0,4,0,0,0,19,30,0,,LL,9,6,1,17,,12.5,7,1,3,0,14,1,4,0,0,,,,LL,6,0,0,0,0,0,0,0,0,0,,0
LL,7,2,17,2,,2,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,3,2,8,13,11,10,40,0,1,7,,,2,0,0,2,4,0,0,6,0,2,,LL,8,6,2,17,,0,9,4,5,0,13,6,11,0,0,,,,LL,6,1,0,0,0,0,0,0,0,0,,0
LL,7,3,17,3,,3,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,7,2,4,6,25,3,6,6.25,0,13,,,1,0,0,2,3,0,0,6,10,1,,LL,7,6,3,17,,1.25,6,1,4,0,7,1,6,0,0,,,,LL,6,2,0,0,0,0,0,0,0,0,,0
