# Section,X,Y,Y.local,Y.global,Krum,N,healthy,dis,HH.plants,MS.plants,prop.dis,prop.fem,H.flowers,D.flowers
U,10,80,7,87,75,0,0,0,0,0,0,0,0,0
U,10,80,8,88,100,0,0,0,0,0,0,0,0,0
U,10,80,9,89,100,0,0,0,0,0,0,0,0,0
U,11,80,0,80,100,0,0,0,0,0,0,0,0,0
U,11,80,1,81,100,0,0,0,0,0,0,0,0,0
U,11,80,2,82,100,0,0,0,0,0,0,0,0,0
U,11,80,3,83,100,0,0,0,0,0,0,0,0,0
U,11,80,4,84,75,0,0,0,0,0,0,0,0,0
U,11,80,5,85,60,0,0,0,0,0,0,0,0,0
U,11,80,6,86,80,0,0,0,0,0,0,0,0,0
U,11,80,7,87,90,0,0,0,0,0,0,0,0,0
U,11,80,8,88,100,0,0,0,0,0,0,0,0,0
U,11,80,9,89,100,0,0,0,0,0,0,0,0,0
U,12,80,0,80,100,0,0,0,0,0,0,0,0,0
U,12,80,1,81,100,0,0,0,0,0,0,0,0,0
U,12,80,2,82,100,0,0,0,0,0,0,0,0,0
U,12,80,3,83,100,0,0,0,0,0,0,0,0,0
U,12,80,4,84,60,0,0,0,0,0,0,0,0,0
U,12,80,5,85,90,0,0,0,0,0,0,0,0,0
U,12,80,6,86,100,0,0,0,0,0,0,0,0,0
U,12,80,7,87,100,0,0,0,0,0,0,0,0,0
U,12,80,8,88,85,0,0,0,0,0,0,0,0,0
U,12,80,9,89,20,0,0,0,0,0,0,0,0,0
U,13,80,0,80,100,0,0,0,0,0,0,0,0,0
U,13,80,1,81,100,0,0,0,0,0,0,0,0,0
U,13,80,2,82,100,0,0,0,0,0,0,0,0,0
U,13,80,3,83,100,0,0,0,0,0,0,0,0,0
U,13,80,4,84,100,0,0,0,0,0,0,0,0,0
U,13,80,5,85,85,0,0,0,0,0,0,0,0,0
U,13,80,6,86,100,0,0,0,0,0,0,0,0,0
U,13,80,7,87,90,0,0,0,0,0,0,0,0,0
U,13,80,8,88,90,0,0,0,0,0,0,0,0,0
U,13,80,9,89,40,0,0,0,0,0,0,0,0,0
U,14,80,0,80,100,0,0,0,0,0,0,0,0,0
U,14,80,1,81,100,0,0,0,0,0,0,0,0,0
U,14,80,2,82,100,0,0,0,0,0,0,0,0,0
U,14,80,3,83,100,0,0,0,0,0,0,0,0,0
U,14,80,4,84,100,0,0,0,0,0,0,0,0,0
U,14,80,5,85,85,0,0,0,0,0,0,0,0,0
U,14,80,6,86,90,0,0,0,0,0,0,0,0,0
U,14,80,7,87,50,0,0,0,0,0,0,0,0,0
U,14,80,8,88,95,0,0,0,0,0,0,0,0,0
U,14,80,9,89,100,0,0,0,0,0,0,0,0,0
UU,0,90,0,90,30,0,0,0,0,0,0,0,0,0
UU,0,90,1,91,100,0,0,0,0,0,0,0,0,0
UU,0,90,2,92,95,1,1,0,1,0,0,0,1,0
UU,0,90,3,93,100,0,0,0,0,0,0,0,0,0
UU,0,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,0,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,0,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,0,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,0,90,8,98,95,0,0,0,0,0,0,0,0,0
UU,0,90,9,99,80,0,0,0,0,0,0,0,0,0
UU,1,90,0,90,60,1,1,0,1,0,0,0,1,0
UU,1,90,1,91,60,0,0,0,0,0,0,0,0,0
UU,1,90,2,92,95,0,0,0,0,0,0,0,0,0
UU,1,90,3,93,100,0,0,0,0,0,0,0,0,0
UU,1,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,1,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,1,90,6,96,95,0,0,0,0,0,0,0,0,0
UU,1,90,7,97,90,0,0,0,0,0,0,0,0,0
UU,1,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,1,90,9,99,80,0,0,0,0,0,0,0,0,0
UU,2,90,0,90,10,0,0,0,0,0,0,0,0,0
UU,2,90,1,91,90,0,0,0,0,0,0,0,0,0
UU,2,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,2,90,3,93,95,0,0,0,0,0,0,0,0,0
UU,2,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,2,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,2,90,6,96,90,0,0,0,0,0,0,0,0,0
UU,2,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,2,90,8,98,85,0,0,0,0,0,0,0,0,0
UU,2,90,9,99,40,0,0,0,0,0,0,0,0,0
UU,3,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,3,90,1,91,80,0,0,0,0,0,0,0,0,0
UU,3,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,3,90,3,93,60,0,0,0,0,0,0,0,0,0
UU,3,90,4,94,70,0,0,0,0,0,0,0,0,0
UU,3,90,5,95,50,1,1,0,1,0,0,0,1,0
UU,3,90,6,96,80,0,0,0,0,0,0,0,0,0
UU,3,90,7,97,90,0,0,0,0,0,0,0,0,0
UU,3,90,8,98,90,0,0,0,0,0,0,0,0,0
UU,3,90,9,99,90,0,0,0,0,0,0,0,0,0
UU,4,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,4,90,1,91,100,0,0,0,0,0,0,0,0,0
UU,4,90,2,92,95,0,0,0,0,0,0,0,0,0
UU,4,90,3,93,95,0,0,0,0,0,0,0,0,0
UU,4,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,4,90,5,95,60,0,0,0,0,0,0,0,0,0
UU,4,90,6,96,60,0,0,0,0,0,0,0,0,0
UU,4,90,7,97,80,0,0,0,0,0,0,0,0,0
UU,4,90,8,98,95,0,0,0,0,0,0,0,0,0
UU,4,90,9,99,25,0,0,0,0,0,0,0,0,0
UU,5,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,5,90,1,91,100,0,0,0,0,0,0,0,0,0
UU,5,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,5,90,3,93,50,0,0,0,0,0,0,0,0,0
UU,5,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,5,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,5,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,5,90,7,97,50,2,2,0,1,1,0,0.5,7,0
UU,5,90,8,98,50,0,0,0,0,0,0,0,0,0
UU,5,90,9,99,95,0,0,0,0,0,0,0,0,0
UU,6,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,6,90,1,91,100,0,0,0,0,0,0,0,0,0
UU,6,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,6,90,3,93,100,0,0,0,0,0,0,0,0,0
UU,6,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,6,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,6,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,6,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,6,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,6,90,9,99,100,0,0,0,0,0,0,0,0,0
UU,7,90,0,90,100,1,1,0,0,1,0,1,1,0
UU,7,90,1,91,90,0,0,0,0,0,0,0,0,0
UU,7,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,7,90,3,93,95,0,0,0,0,0,0,0,0,0
UU,7,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,7,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,7,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,7,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,7,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,7,90,9,99,100,0,0,0,0,0,0,0,0,0
UU,8,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,8,90,1,91,80,0,0,0,0,0,0,0,0,0
UU,8,90,2,92,80,0,0,0,0,0,0,0,0,0
UU,8,90,3,93,95,0,0,0,0,0,0,0,0,0
UU,8,90,4,94,100,0,0,0,0,0,0,0,0,0
UU,8,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,8,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,8,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,8,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,8,90,9,99,100,0,0,0,0,0,0,0,0,0
UU,9,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,9,90,1,91,90,0,0,0,0,0,0,0,0,0
UU,9,90,2,92,90,0,0,0,0,0,0,0,0,0
UU,9,90,3,93,70,0,0,0,0,0,0,0,0,0
UU,9,90,4,94,95,0,0,0,0,0,0,0,0,0
UU,9,90,5,95,90,0,0,0,0,0,0,0,0,0
UU,9,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,9,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,9,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,9,90,9,99,60,0,0,0,0,0,0,0,0,0
UU,10,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,10,90,1,91,100,0,0,0,0,0,0,0,0,0
UU,10,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,10,90,3,93,70,1,1,0,1,0,0,0,1,0
UU,10,90,4,94,95,0,0,0,0,0,0,0,0,0
UU,10,90,5,95,40,0,0,0,0,0,0,0,0,0
UU,10,90,6,96,90,0,0,0,0,0,0,0,0,0
UU,10,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,10,90,8,98,90,0,0,0,0,0,0,0,0,0
UU,10,90,9,99,20,0,0,0,0,0,0,0,0,0
UU,11,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,11,90,1,91,80,0,0,0,0,0,0,0,0,0
UU,11,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,11,90,3,93,20,0,0,0,0,0,0,0,0,0
UU,11,90,4,94,70,0,0,0,0,0,0,0,0,0
UU,11,90,5,95,30,0,0,0,0,0,0,0,0,0
UU,11,90,6,96,25,0,0,0,0,0,0,0,0,0
UU,11,90,7,97,80,1,1,0,0,1,0,1,2,0
UU,11,90,8,98,80,0,0,0,0,0,0,0,0,0
UU,11,90,9,99,60,0,0,0,0,0,0,0,0,0
UU,12,90,0,90,80,0,0,0,0,0,0,0,0,0
UU,12,90,1,91,90,0,0,0,0,0,0,0,0,0
UU,12,90,2,92,100,0,0,0,0,0,0,0,0,0
UU,12,90,3,93,5,2,2,0,1,1,0,0.5,2,0
UU,12,90,4,94,40,0,0,0,0,0,0,0,0,0
UU,12,90,5,95,50,1,1,0,1,0,0,0,2,0
UU,12,90,6,96,60,0,0,0,0,0,0,0,0,0
UU,12,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,12,90,8,98,85,0,0,0,0,0,0,0,0,0
UU,12,90,9,99,90,0,0,0,0,0,0,0,0,0
UU,13,90,0,90,80,0,0,0,0,0,0,0,0,0
UU,13,90,1,91,80,0,0,0,0,0,0,0,0,0
UU,13,90,2,92,60,0,0,0,0,0,0,0,0,0
UU,13,90,3,93,90,0,0,0,0,0,0,0,0,0
UU,13,90,4,94,90,0,0,0,0,0,0,0,0,0
UU,13,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,13,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,13,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,13,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,13,90,9,99,100,0,0,0,0,0,0,0,0,0
UU,14,90,0,90,100,0,0,0,0,0,0,0,0,0
UU,14,90,1,91,100,0,0,0,0,0,0,0,0,0
UU,14,90,2,92,80,0,0,0,0,0,0,0,0,0
UU,14,90,3,93,90,0,0,0,0,0,0,0,0,0
UU,14,90,4,94,90,0,0,0,0,0,0,0,0,0
UU,14,90,5,95,100,0,0,0,0,0,0,0,0,0
UU,14,90,6,96,100,0,0,0,0,0,0,0,0,0
UU,14,90,7,97,100,0,0,0,0,0,0,0,0,0
UU,14,90,8,98,100,0,0,0,0,0,0,0,0,0
UU,14,90,9,99,95,0,0,0,0,0,0,0,0,0
